Customer ID,Product Category,Purchase Amount
8162,beauty,9.92
1492,clothing,90.17
889,clothing,88.33
775,clothing,76.16
9138,clothing,138.72
9673,electronics,206.57
9383,electronics,191.42
6082,home goods,49.2
1317,beauty,10.86
1964,sports,24.23
5805,electronics,215.48
1194,clothing,97.04
2575,beauty,11.42
6111,clothing,112.44
9679,home goods,68.23
7903,electronics,161.22
1844,electronics,196.86
7994,electronics,152.66
6493,clothing,94.28
5819,electronics,236.58
49,clothing,121.65
4820,beauty,8.85
103,beauty,9.96
7669,home goods,46.51
2590,electronics,189.74
5303,home goods,56.19
9146,beauty,9.21
5736,clothing,93.47
6165,clothing,91.77
3321,beauty,9.61
1600,home goods,28.99
3436,home goods,46.4
3008,clothing,90.06
8991,home goods,43.74
5702,clothing,72.92
2010,electronics,193.73
513,electronics,170.28
1737,beauty,9.3
9797,beauty,8.93
5399,clothing,95.6
7633,clothing,100.25
1492,clothing,121.12
1224,home goods,57.38
727,clothing,75.52
3414,clothing,121.34
5896,electronics,204.78
8888,electronics,226.34
4158,electronics,232.62
9984,electronics,171.07
6972,home goods,63.55
2715,home goods,40.28
7385,clothing,119.92
4658,sports,36.08
6079,clothing,95.97
6516,beauty,9.86
4533,clothing,106.47
9702,sports,26.28
2048,clothing,99.26
2476,electronics,192.67
7529,beauty,9.27
5443,beauty,10.14
5216,electronics,198.04
8273,beauty,9.79
7064,electronics,138.41
4181,electronics,143.81
9100,home goods,44.01
9325,sports,36.98
2644,beauty,11.99
7932,beauty,8.65
2314,clothing,105.76
1033,home goods,65.23
6688,electronics,203.48
8102,electronics,208.55
6477,clothing,116.23
9584,home goods,56.51
1577,clothing,116.17
324,home goods,40.77
2577,clothing,95.25
9704,clothing,99.05
8322,electronics,125.13
3508,clothing,89.04
9159,sports,26.4
2799,electronics,228.36
9735,electronics,204.67
8668,sports,29.19
5993,clothing,88.56
5961,clothing,125.8
5806,clothing,102.42
4104,home goods,43.66
8810,home goods,49.84
1526,home goods,51.91
8329,clothing,128.02
6940,clothing,109.8
1590,beauty,9.51
1713,clothing,126.83
3303,home goods,25.23
7230,beauty,9.18
9383,home goods,51.37
5793,home goods,45.25
194,clothing,133.29
7953,electronics,160.32
622,beauty,10.17
6747,electronics,213.93
8456,beauty,10.72
7645,home goods,55.4
2993,home goods,50.41
7048,clothing,122.84
1642,home goods,47.15
8873,beauty,9.9
9305,electronics,239.31
2781,electronics,187.88
1182,clothing,106.45
7760,electronics,160.29
6167,beauty,10.06
6262,electronics,164.0
733,beauty,8.71
1101,sports,28.08
8090,electronics,197.33
7446,home goods,48.87
8329,clothing,107.92
244,home goods,50.18
192,sports,33.48
3210,home goods,41.12
6881,electronics,219.42
8094,clothing,87.97
889,beauty,10.98
5508,electronics,233.6
5762,beauty,8.93
9927,electronics,252.91
5816,home goods,46.57
5072,beauty,10.92
1349,home goods,45.62
6910,home goods,58.7
5984,beauty,9.41
6991,beauty,9.35
3212,electronics,216.25
9542,electronics,203.28
2341,home goods,49.53
8718,sports,41.81
7247,electronics,166.06
7035,beauty,10.7
5644,beauty,8.56
1422,home goods,40.45
7111,electronics,182.82
2765,beauty,8.57
4650,clothing,96.85
3726,electronics,191.49
4925,electronics,186.77
987,sports,41.95
8550,home goods,55.67
8691,clothing,128.72
8047,clothing,123.12
5218,sports,23.8
1381,home goods,63.18
5000,sports,23.58
9841,clothing,105.21
5436,beauty,10.2
2714,clothing,99.49
9855,clothing,84.4
8599,home goods,59.87
696,clothing,118.73
4815,electronics,199.29
7111,electronics,221.68
8092,electronics,191.19
7083,home goods,78.95
6443,home goods,37.69
4860,home goods,50.49
7494,clothing,111.11
552,clothing,90.75
7228,clothing,91.55
2887,sports,29.91
3016,electronics,231.86
3349,clothing,87.29
4399,beauty,10.55
2884,electronics,160.96
596,sports,30.34
9434,clothing,102.99
4119,electronics,236.09
5435,clothing,112.9
8127,home goods,49.47
1389,home goods,39.03
723,beauty,9.61
1385,sports,18.72
3296,beauty,9.69
1242,sports,34.37
2126,beauty,9.89
151,electronics,202.76
6330,clothing,106.89
3594,home goods,50.33
1257,clothing,87.25
6168,electronics,211.94
9664,beauty,8.03
7542,clothing,90.79
2261,clothing,102.9
4684,beauty,8.31
2374,home goods,58.77
9809,home goods,42.89
2830,sports,28.61
8177,home goods,38.69
4815,home goods,42.56
4213,clothing,66.84
1966,electronics,210.69
5744,electronics,168.24
2027,home goods,53.1
5712,electronics,199.23
6675,home goods,30.45
7359,home goods,61.45
1388,electronics,215.1
8453,clothing,98.82
9127,electronics,172.68
7404,home goods,46.73
4027,home goods,59.47
6167,beauty,11.83
9591,electronics,206.87
1059,clothing,97.34
4252,home goods,49.66
7338,clothing,87.42
4299,clothing,85.8
4820,clothing,116.85
4291,beauty,9.06
3709,clothing,86.6
8599,electronics,200.58
2796,beauty,10.33
2256,clothing,114.99
2166,home goods,70.61
8918,beauty,8.41
5267,sports,23.87
4347,beauty,11.15
8395,clothing,92.75
6890,electronics,116.36
1623,beauty,8.68
6249,sports,31.31
7586,clothing,110.34
1039,clothing,105.3
6563,clothing,101.49
565,beauty,9.68
3898,electronics,165.08
5665,electronics,179.53
3915,beauty,9.77
8396,clothing,86.72
8202,clothing,84.76
3541,clothing,120.18
9774,sports,17.67
9353,electronics,201.16
5419,clothing,99.85
5184,sports,31.28
6811,clothing,96.89
2445,beauty,10.72
5576,home goods,45.9
391,home goods,52.93
9116,electronics,136.0
8057,electronics,232.25
1291,clothing,113.53
2845,clothing,95.67
1850,beauty,9.78
307,electronics,216.23
8630,home goods,47.58
9070,electronics,194.76
5285,clothing,93.78
494,home goods,40.25
991,clothing,83.44
6398,clothing,94.68
6379,clothing,104.77
1895,electronics,258.72
6191,beauty,10.74
4587,electronics,255.11
6307,home goods,46.02
8675,clothing,104.08
2500,sports,28.66
230,clothing,111.41
1949,clothing,93.48
7030,home goods,50.93
2589,home goods,46.34
4985,beauty,9.88
4769,home goods,58.06
2714,clothing,115.78
3092,clothing,101.41
9360,clothing,106.59
9105,home goods,50.73
4807,electronics,205.36
4218,beauty,11.4
5792,beauty,10.94
6045,beauty,8.99
4585,electronics,219.1
9219,electronics,181.51
2694,clothing,103.15
5103,sports,34.22
5442,clothing,103.34
8483,clothing,95.24
71,electronics,204.49
8551,beauty,9.8
805,clothing,116.4
7965,electronics,168.27
8186,electronics,227.68
404,sports,28.74
7882,home goods,56.94
1708,clothing,84.26
420,clothing,125.51
6806,beauty,9.0
3470,home goods,48.53
1471,clothing,95.33
2331,electronics,198.8
9196,beauty,10.92
1584,clothing,73.53
9320,clothing,93.68
4431,home goods,54.88
8938,sports,25.51
7670,clothing,116.5
8421,electronics,181.95
3993,electronics,168.05
4958,beauty,9.25
5036,electronics,190.25
1059,clothing,87.34
3787,electronics,193.58
7671,beauty,10.38
8502,clothing,76.93
7785,clothing,105.28
5952,clothing,126.72
4298,clothing,111.18
7675,electronics,201.13
3261,home goods,52.01
8571,beauty,8.88
1941,clothing,91.87
2073,home goods,71.6
423,clothing,79.43
4850,electronics,228.94
7790,clothing,95.68
9335,sports,26.72
1301,sports,23.31
1212,home goods,39.39
6960,sports,23.65
1730,clothing,98.74
997,home goods,29.85
5614,home goods,58.25
3686,sports,31.65
5682,electronics,185.92
6709,home goods,43.47
604,beauty,9.87
9003,home goods,38.87
7813,home goods,53.77
4664,home goods,40.89
1147,home goods,46.84
5997,home goods,42.49
2515,beauty,9.3
9434,beauty,8.47
1392,home goods,49.97
4530,beauty,10.29
3030,sports,39.52
4989,electronics,178.76
5583,electronics,181.49
4982,electronics,164.61
5136,clothing,88.25
2655,clothing,86.71
3831,home goods,53.03
8440,clothing,89.39
1592,electronics,212.63
375,electronics,205.75
7683,beauty,10.59
6087,clothing,105.81
815,clothing,93.99
9569,home goods,44.73
6905,electronics,165.68
4176,electronics,132.68
968,sports,30.19
1693,electronics,140.61
9234,clothing,125.88
1328,beauty,9.85
3955,electronics,183.04
4565,clothing,93.5
1888,home goods,63.14
9436,beauty,10.2
3620,electronics,251.28
3573,clothing,113.25
2630,home goods,47.09
4122,clothing,112.16
6259,beauty,9.13
3293,beauty,9.95
2097,home goods,67.45
3860,beauty,11.62
4019,clothing,85.54
8184,clothing,89.81
3538,electronics,185.61
9954,clothing,100.45
3300,electronics,164.48
6032,beauty,10.51
9563,sports,30.01
1689,sports,24.47
7650,electronics,175.29
4650,beauty,9.55
6029,electronics,264.46
139,clothing,96.1
5466,beauty,9.29
1573,electronics,226.99
1196,electronics,211.15
7587,electronics,170.68
7642,beauty,8.65
6501,sports,28.85
966,clothing,119.87
8369,sports,32.67
7815,beauty,11.66
401,electronics,157.82
6170,beauty,8.34
7199,electronics,253.93
6983,electronics,160.77
2929,sports,29.35
6341,clothing,82.98
6629,electronics,163.6
726,electronics,169.5
513,home goods,28.56
6907,home goods,58.85
8213,electronics,263.63
6303,electronics,185.94
6922,sports,35.9
785,sports,25.44
5592,electronics,230.68
4163,home goods,35.7
7706,beauty,11.21
1054,electronics,223.95
7311,sports,23.67
1054,electronics,202.42
5907,home goods,70.22
8661,clothing,110.2
2007,electronics,214.3
5487,home goods,49.48
9846,home goods,30.95
5079,electronics,221.65
2447,home goods,43.3
7246,beauty,9.56
6645,home goods,63.77
3520,electronics,228.84
1857,home goods,39.46
9434,clothing,105.14
7112,electronics,159.6
338,beauty,8.65
9821,home goods,67.12
5722,sports,29.86
8727,home goods,47.62
4948,beauty,10.12
670,electronics,176.69
2939,electronics,200.92
9597,sports,13.06
1238,electronics,156.16
5793,electronics,181.4
7161,beauty,9.47
2804,home goods,69.28
490,beauty,11.3
312,electronics,211.26
6273,electronics,234.13
1080,clothing,85.03
2008,electronics,198.25
7495,beauty,12.12
16,beauty,12.0
783,electronics,216.19
2621,electronics,202.54
3141,beauty,9.66
9113,electronics,134.99
2440,beauty,8.57
7604,electronics,198.89
2707,home goods,46.91
4610,electronics,166.12
1352,electronics,197.58
9310,beauty,9.66
4691,sports,25.96
7902,home goods,36.8
1245,electronics,233.27
5762,beauty,9.87
9064,home goods,50.51
10000,home goods,40.68
5070,clothing,92.97
3630,home goods,55.72
9664,clothing,113.02
9778,electronics,234.2
7771,clothing,66.37
7531,clothing,116.04
5701,clothing,73.8
7218,electronics,228.24
2208,electronics,228.67
2053,electronics,220.54
5257,electronics,209.79
3737,sports,24.79
5441,electronics,177.1
8282,electronics,148.4
4043,home goods,52.69
644,home goods,51.27
3510,sports,30.9
1316,clothing,77.04
4081,electronics,244.83
7006,beauty,11.39
646,beauty,8.75
2569,sports,31.5
3318,sports,30.96
8289,clothing,110.25
9457,electronics,194.16
9912,beauty,9.65
7765,clothing,98.67
8977,electronics,195.82
3601,beauty,10.47
8447,beauty,9.95
759,sports,34.32
6506,beauty,9.65
2600,clothing,76.59
9084,electronics,182.89
1900,beauty,11.98
7588,sports,27.02
5157,clothing,132.45
8380,home goods,41.0
4580,electronics,168.66
9243,electronics,234.19
6998,clothing,93.7
1606,electronics,213.42
1939,beauty,11.51
3357,electronics,195.96
6279,electronics,171.36
229,electronics,177.63
5174,electronics,216.16
1892,home goods,48.71
448,home goods,41.87
6788,home goods,48.22
8771,electronics,237.67
8927,home goods,52.08
9507,beauty,10.8
2761,clothing,80.16
7261,clothing,106.85
2714,clothing,103.67
2417,clothing,97.16
5020,electronics,205.08
4282,clothing,110.53
3264,clothing,108.45
4005,beauty,9.75
3953,electronics,220.21
9480,electronics,201.94
5390,clothing,118.5
3520,home goods,49.33
2602,home goods,41.62
4417,clothing,84.38
8385,clothing,116.43
7629,beauty,10.69
3907,clothing,86.43
8399,electronics,227.17
2405,beauty,10.22
5215,sports,32.25
1644,electronics,193.17
5646,clothing,93.03
5324,electronics,177.29
5718,beauty,11.2
1594,beauty,9.9
3911,home goods,61.06
9256,clothing,90.67
1205,home goods,53.94
7580,beauty,10.76
1325,clothing,93.29
2692,electronics,183.57
7541,electronics,218.17
6498,electronics,224.11
2992,sports,30.0
6659,electronics,178.96
8151,home goods,45.64
5250,beauty,9.33
6513,clothing,94.93
2190,sports,28.55
3480,electronics,139.48
9589,clothing,85.36
1063,beauty,9.22
9285,clothing,93.26
579,clothing,118.38
2255,clothing,89.29
794,clothing,76.87
7238,electronics,224.26
4661,clothing,102.08
7183,clothing,90.32
3093,sports,34.96
3225,home goods,61.29
3323,home goods,54.62
2512,electronics,211.08
9282,electronics,198.7
6926,electronics,210.14
6995,beauty,10.67
9393,electronics,237.9
1272,clothing,75.61
4296,electronics,220.18
171,home goods,55.75
8788,home goods,37.62
3589,clothing,100.69
1908,sports,25.0
7067,electronics,234.47
8848,home goods,38.05
7226,sports,37.45
7302,home goods,66.71
4701,home goods,53.01
5061,clothing,77.89
3841,beauty,9.19
5207,beauty,9.71
9651,clothing,92.76
7587,home goods,75.17
9478,home goods,52.17
1404,electronics,192.99
1564,electronics,194.18
1979,clothing,147.8
8740,sports,21.57
4764,home goods,57.94
2972,electronics,228.47
4934,sports,28.67
240,sports,31.7
5116,home goods,29.94
3128,sports,11.9
3597,sports,31.1
2565,electronics,180.94
5607,electronics,194.14
5995,clothing,102.66
2988,home goods,64.74
459,clothing,99.09
5566,electronics,229.89
5694,beauty,11.27
4365,electronics,206.44
8399,electronics,179.48
415,electronics,196.7
8746,home goods,64.18
6529,home goods,59.7
3833,electronics,207.59
3730,electronics,191.62
2168,sports,15.35
9151,electronics,175.76
5320,electronics,229.61
5203,electronics,184.08
5411,home goods,54.04
6061,electronics,203.61
3420,beauty,8.46
8704,home goods,66.56
9722,electronics,200.02
1314,home goods,49.51
2984,electronics,179.63
3818,clothing,95.41
2119,electronics,153.97
809,home goods,39.39
3138,beauty,9.64
6692,clothing,102.81
926,electronics,133.89
9736,clothing,96.29
8163,home goods,53.75
3200,electronics,171.6
9637,home goods,74.32
9517,electronics,219.56
1644,electronics,141.34
986,home goods,51.28
1742,electronics,212.2
9322,sports,27.54
5206,electronics,193.11
2627,home goods,52.87
3082,electronics,174.12
4683,electronics,167.73
7118,electronics,159.88
8148,electronics,219.9
5884,electronics,205.4
2041,beauty,8.85
3346,clothing,95.0
9408,sports,29.85
494,electronics,157.82
7732,clothing,119.63
4915,electronics,185.85
4023,sports,32.37
9087,electronics,155.58
4584,sports,32.96
1959,clothing,90.08
2547,electronics,180.22
9072,beauty,11.35
9842,clothing,78.57
8863,beauty,10.33
9719,electronics,207.56
1404,home goods,64.86
6179,home goods,57.69
3886,home goods,50.6
1343,electronics,182.09
7456,electronics,229.16
818,electronics,227.08
9912,clothing,100.79
1111,electronics,192.08
98,clothing,93.55
6878,beauty,9.5
9220,electronics,222.69
3271,beauty,12.02
5374,clothing,108.58
3618,home goods,40.01
1606,home goods,35.45
7161,beauty,11.12
6786,electronics,199.57
7777,electronics,244.84
1309,clothing,111.45
6293,electronics,128.92
7437,electronics,243.01
7283,clothing,122.6
5580,beauty,9.27
6767,electronics,201.02
6355,electronics,162.5
6940,beauty,9.27
5050,beauty,9.81
8260,sports,27.51
8048,clothing,116.13
384,beauty,8.72
2991,sports,38.83
4146,electronics,188.41
8107,electronics,147.01
9915,electronics,242.51
9583,home goods,43.44
5641,home goods,58.25
2228,home goods,58.18
6052,electronics,199.84
228,beauty,8.7
2878,beauty,11.27
4663,home goods,53.16
6753,beauty,11.52
58,clothing,95.74
1341,home goods,64.23
7856,clothing,101.27
5425,sports,34.39
6422,sports,34.77
5530,beauty,9.35
9556,clothing,129.82
1314,home goods,69.39
6739,electronics,189.12
65,clothing,69.72
9035,beauty,9.96
1396,electronics,205.5
3051,home goods,47.59
5525,electronics,225.88
5337,clothing,121.77
9822,electronics,185.75
9050,clothing,80.91
7130,electronics,243.48
8724,electronics,171.58
2404,beauty,8.81
7463,clothing,99.97
6936,beauty,9.46
452,beauty,9.71
7202,electronics,190.51
1503,clothing,114.49
1180,home goods,49.34
8318,clothing,101.61
1276,beauty,9.94
2180,home goods,45.47
8261,electronics,222.27
789,electronics,191.35
937,electronics,168.96
1192,electronics,180.17
5975,electronics,219.82
797,sports,31.31
3635,beauty,9.77
5435,beauty,9.75
9002,clothing,109.8
9015,sports,34.8
1842,electronics,232.57
5847,home goods,56.85
2054,home goods,54.57
9888,sports,25.38
9755,sports,33.85
8787,home goods,49.89
374,home goods,38.23
411,clothing,139.81
6436,clothing,99.48
1469,electronics,218.35
5752,sports,38.78
6955,home goods,47.73
391,electronics,263.43
2685,home goods,52.68
6912,electronics,202.74
1478,sports,23.79
5858,beauty,9.07
4496,electronics,178.22
772,home goods,51.31
4690,beauty,11.01
3570,beauty,10.59
7767,beauty,9.99
4828,home goods,52.67
6150,home goods,63.29
9757,sports,27.65
7642,beauty,9.16
6838,sports,23.74
6453,clothing,120.48
8127,electronics,214.77
6293,electronics,189.16
8912,home goods,68.59
3216,clothing,104.66
6517,beauty,10.0
5767,electronics,132.56
1573,electronics,203.7
7282,electronics,199.39
1949,clothing,103.24
488,home goods,61.81
2315,beauty,11.54
2732,electronics,185.46
1757,home goods,75.19
2299,sports,21.04
2590,electronics,200.32
4440,clothing,102.34
5560,beauty,11.06
2057,clothing,95.61
5302,beauty,8.92
6755,home goods,58.45
9249,electronics,235.95
7282,electronics,213.5
1388,home goods,30.83
9443,sports,28.29
4163,electronics,197.12
3286,electronics,217.83
7356,electronics,173.88
7420,beauty,10.03
3665,home goods,35.96
4868,home goods,43.1
375,electronics,218.16
6119,home goods,36.33
3126,beauty,9.8
6877,sports,31.39
7066,home goods,57.59
3798,electronics,131.85
4908,clothing,82.95
2215,sports,24.26
2819,beauty,8.66
5681,electronics,260.44
3414,clothing,95.92
2530,clothing,84.6
9411,clothing,117.67
8522,electronics,263.12
1743,home goods,49.41
5203,electronics,158.34
8677,electronics,181.02
7600,clothing,112.97
398,electronics,206.25
5095,beauty,12.54
5790,clothing,92.43
3648,home goods,65.57
3266,clothing,116.12
3182,electronics,216.24
4067,electronics,184.84
9987,clothing,104.21
4438,sports,36.05
321,clothing,97.19
1216,home goods,52.0
2558,beauty,6.62
4625,beauty,9.03
5258,electronics,187.66
1881,home goods,60.33
3351,home goods,65.51
3816,home goods,65.72
8665,beauty,8.92
8494,beauty,10.99
108,beauty,9.77
7884,clothing,94.67
2417,beauty,8.91
9894,clothing,100.84
2720,beauty,7.14
6735,home goods,69.14
2003,beauty,8.96
8831,electronics,204.56
3780,clothing,91.34
2577,clothing,92.94
82,electronics,224.32
6568,sports,31.86
3146,electronics,221.74
7764,electronics,155.19
8111,beauty,8.85
5821,sports,28.44
9657,electronics,191.82
6188,clothing,114.47
1297,electronics,212.18
7914,home goods,35.2
508,beauty,9.19
4302,sports,21.07
3550,home goods,41.2
4496,electronics,199.81
5623,clothing,93.81
4797,clothing,89.04
134,sports,26.63
5523,electronics,171.36
1153,electronics,194.04
7752,electronics,203.68
5720,clothing,81.9
7698,electronics,187.34
3160,electronics,218.95
7119,home goods,60.48
74,clothing,94.91
2823,sports,30.41
9476,beauty,9.17
7472,electronics,161.12
8161,beauty,12.38
6087,clothing,96.92
1868,clothing,71.74
8041,beauty,9.97
9510,electronics,179.63
6959,electronics,185.41
2478,clothing,132.04
7950,electronics,170.53
8975,clothing,96.24
4536,home goods,44.76
9138,clothing,126.22
7005,clothing,85.09
3850,beauty,9.52
4929,home goods,41.47
4531,clothing,108.5
4510,sports,28.47
4681,clothing,98.21
3169,sports,34.81
1039,beauty,8.46
1922,clothing,108.8
5624,clothing,91.57
3713,home goods,66.24
948,beauty,9.96
9737,electronics,235.11
6133,clothing,129.97
939,home goods,55.99
6793,clothing,111.45
8014,home goods,45.39
1764,sports,34.11
853,beauty,9.07
8750,electronics,184.48
3694,home goods,54.84
6641,electronics,181.67
1431,clothing,102.08
3496,home goods,41.72
3291,beauty,11.71
2151,electronics,205.31
2290,electronics,171.66
6841,beauty,7.66
703,clothing,85.03
2882,beauty,11.05
2520,electronics,193.92
7645,electronics,206.56
1421,home goods,57.36
9235,home goods,61.51
3476,electronics,181.46
141,electronics,177.38
2520,electronics,274.2
2439,clothing,97.82
7408,home goods,37.82
4789,beauty,11.37
2032,electronics,143.63
3231,clothing,114.6
2535,electronics,205.88
6331,clothing,104.11
9419,beauty,11.06
5520,electronics,221.96
3092,clothing,112.76
143,beauty,9.2
9269,clothing,107.27
8193,electronics,202.95
8226,sports,30.64
115,home goods,34.09
7400,electronics,221.37
4909,clothing,77.69
8727,home goods,60.39
7136,beauty,9.67
3769,clothing,81.66
4234,home goods,53.7
5600,sports,27.09
4370,electronics,205.85
5266,clothing,79.61
2726,clothing,98.84
7904,clothing,113.63
7115,beauty,9.97
4489,clothing,97.94
4668,clothing,95.3
4146,home goods,57.58
8966,home goods,60.89
7535,beauty,10.16
3786,electronics,118.22
8804,beauty,11.2
3108,electronics,168.29
4323,electronics,147.39
4108,home goods,46.32
9456,clothing,80.74
9464,electronics,211.39
15,beauty,10.09
3909,clothing,83.24
1952,beauty,9.13
5692,sports,39.74
257,electronics,204.16
7900,clothing,91.68
4681,clothing,102.51
9581,sports,31.88
1847,electronics,210.4
830,electronics,191.0
4283,sports,32.45
1935,sports,29.72
8068,beauty,9.13
3839,home goods,44.94
622,clothing,95.18
2768,home goods,53.35
2292,electronics,211.27
2424,clothing,94.28
3703,clothing,90.3
7509,home goods,51.91
3646,clothing,97.75
5627,home goods,41.96
6254,beauty,9.44
722,electronics,249.74
2274,beauty,10.39
5434,sports,28.62
9370,home goods,41.11
4002,sports,30.14
9431,electronics,199.79
8177,electronics,172.66
5435,beauty,11.51
6544,beauty,9.5
4103,clothing,93.95
9164,clothing,110.13
3287,home goods,55.24
3194,beauty,11.16
309,sports,35.13
7159,beauty,10.32
5079,home goods,45.01
1656,beauty,9.18
1887,electronics,158.47
5754,clothing,89.23
8624,electronics,177.75
479,sports,29.3
226,electronics,266.13
5154,electronics,232.69
1618,home goods,62.95
5712,electronics,217.86
4921,electronics,171.81
7475,electronics,197.39
1031,sports,24.76
3769,clothing,84.83
7454,beauty,9.15
5138,electronics,199.73
1983,beauty,8.9
8202,beauty,11.83
9004,clothing,105.26
218,beauty,10.45
5099,home goods,42.66
7132,electronics,207.03
3591,electronics,214.12
1265,electronics,225.34
2553,clothing,138.03
1836,beauty,10.87
8713,home goods,42.3
530,sports,30.15
8540,beauty,8.88
4330,home goods,47.56
5974,clothing,96.16
2575,clothing,103.9
7390,clothing,83.47
8939,beauty,10.09
3310,beauty,11.47
117,clothing,118.35
1240,electronics,185.24
421,clothing,101.76
7903,electronics,166.2
5941,beauty,9.96
6808,clothing,99.55
6730,home goods,44.23
4654,electronics,202.36
1765,clothing,87.99
8002,sports,21.92
7977,beauty,8.77
763,sports,36.84
9823,clothing,93.94
1781,clothing,85.93
133,beauty,10.1
3838,clothing,82.33
3398,clothing,98.05
4453,beauty,11.52
9617,home goods,56.76
9395,beauty,8.98
6758,home goods,48.54
4224,clothing,74.8
3666,beauty,11.06
1320,clothing,98.69
5991,home goods,50.52
5726,clothing,89.61
3286,home goods,45.07
5370,electronics,205.09
6050,beauty,9.48
9361,sports,38.95
4082,sports,27.55
3628,home goods,25.01
2118,beauty,10.8
5700,clothing,117.6
6699,electronics,203.47
3681,electronics,153.48
1693,electronics,223.76
1366,clothing,127.08
5898,beauty,8.74
705,electronics,174.18
3825,electronics,130.67
3484,beauty,11.31
7906,clothing,124.51
3856,sports,34.14
8019,home goods,59.84
4238,electronics,188.66
3081,sports,29.22
4850,home goods,47.25
629,beauty,10.45
5071,beauty,9.82
5475,sports,25.07
313,beauty,8.65
7591,beauty,9.29
4929,electronics,202.51
7907,clothing,80.89
6319,beauty,9.42
4610,electronics,186.7
5514,electronics,187.65
6759,electronics,200.33
3661,home goods,51.57
5508,electronics,212.74
7714,clothing,102.12
92,electronics,169.37
2539,clothing,112.77
5837,sports,37.99
3810,clothing,86.07
1898,beauty,9.9
890,clothing,113.38
8652,home goods,43.01
9388,electronics,209.25
4975,beauty,12.47
9029,home goods,51.62
5764,beauty,10.49
8766,electronics,199.23
1747,beauty,8.56
2177,electronics,207.23
219,electronics,167.38
3365,home goods,63.89
8761,electronics,175.97
9835,home goods,53.24
4623,electronics,225.91
1867,clothing,111.66
2158,beauty,9.66
3772,clothing,110.03
8941,clothing,72.09
9741,clothing,85.57
4396,sports,31.34
6592,sports,37.76
340,clothing,150.79
5428,electronics,253.5
8298,clothing,112.98
2422,beauty,9.16
2053,home goods,51.76
7189,clothing,113.47
8620,clothing,70.62
1866,home goods,57.78
640,sports,27.86
8095,beauty,10.78
7425,clothing,101.22
2844,electronics,171.44
3491,clothing,91.08
5230,electronics,189.2
3762,electronics,201.03
7242,electronics,205.19
3444,electronics,192.81
7580,beauty,11.79
2679,sports,25.42
6585,sports,31.83
2937,clothing,100.72
1170,sports,40.36
8906,electronics,225.95
9475,clothing,95.3
3060,beauty,9.27
6091,home goods,48.42
123,sports,32.13
1252,electronics,158.53
5844,electronics,149.35
1151,home goods,41.58
3293,clothing,108.12
4982,electronics,133.9
4448,home goods,57.12
6980,electronics,166.36
5484,clothing,116.94
8982,clothing,116.9
6158,beauty,10.12
4437,electronics,179.21
8607,electronics,233.03
3539,clothing,84.56
1938,clothing,102.35
3973,clothing,78.74
2444,electronics,203.82
4654,electronics,215.58
2769,home goods,56.51
647,home goods,40.05
5614,electronics,169.99
5399,clothing,86.23
7342,clothing,113.5
8243,home goods,44.05
8791,electronics,234.99
7339,beauty,10.96
4373,electronics,212.33
956,electronics,114.26
3457,beauty,8.49
1396,home goods,61.22
6513,beauty,11.13
560,beauty,8.17
9350,beauty,10.28
7668,clothing,107.18
2553,beauty,10.06
8593,clothing,79.37
3261,electronics,236.99
375,electronics,161.42
6787,electronics,187.47
4694,electronics,207.82
7726,clothing,90.22
7925,electronics,208.39
8390,electronics,168.84
185,beauty,10.44
7547,electronics,227.91
7712,clothing,93.74
4718,beauty,10.56
4962,beauty,11.13
2014,clothing,86.79
7521,electronics,223.91
5662,clothing,93.94
2532,home goods,41.01
21,clothing,94.01
5157,beauty,9.82
9021,home goods,54.48
7424,beauty,10.34
8506,sports,29.31
7563,beauty,11.76
7091,beauty,9.31
251,electronics,160.06
1946,electronics,197.18
8780,clothing,83.31
4269,electronics,202.14
1200,clothing,74.65
4766,sports,27.02
8177,electronics,217.25
819,sports,31.79
7573,beauty,10.83
9308,sports,29.88
4154,beauty,9.73
2818,beauty,8.81
478,home goods,46.76
6383,beauty,9.06
5116,electronics,153.94
6855,electronics,180.7
997,electronics,157.0
24,electronics,206.4
8590,beauty,8.79
9143,electronics,190.03
39,electronics,199.0
2648,beauty,10.12
882,sports,34.52
1974,home goods,53.46
2002,home goods,49.81
2959,home goods,52.48
1063,clothing,94.39
8250,home goods,57.22
4742,electronics,226.54
9719,home goods,53.26
4383,sports,28.74
4947,electronics,259.38
5689,clothing,96.5
7081,beauty,9.4
7213,clothing,102.74
6923,sports,31.05
4739,home goods,62.76
4708,home goods,56.19
6300,clothing,87.25
3219,beauty,8.85
4491,clothing,104.08
6167,clothing,93.21
971,beauty,10.74
4737,electronics,228.99
4597,home goods,50.53
9118,clothing,96.47
8023,electronics,164.79
6395,electronics,166.96
3307,clothing,98.06
9062,electronics,200.32
381,clothing,77.38
8115,electronics,157.53
6990,home goods,65.28
9292,sports,30.59
8511,electronics,224.17
5762,clothing,100.41
7856,beauty,9.17
1041,home goods,38.62
5281,home goods,55.99
58,beauty,10.99
4963,home goods,57.58
5864,home goods,63.07
910,beauty,8.12
5614,electronics,245.68
4237,clothing,103.36
2394,sports,33.98
9944,electronics,202.84
8969,electronics,194.81
3285,electronics,172.96
5027,electronics,200.61
8391,clothing,102.39
251,electronics,235.88
4126,clothing,95.87
7124,electronics,179.53
5856,beauty,8.92
9521,clothing,94.11
2095,clothing,75.43
8913,beauty,8.73
3675,clothing,101.04
